Date Time Field[G] Current[A] Source Channel
06-07-2022 13-10-45 -30.52 -0.0872 "Power supplay" 1
06-07-2022 13-13-37 -24.15 -0.069 "Power supplay" 1
06-07-2022 13-16-29 -20.335 -0.0581 "Power supplay" 1
06-07-2022 13-19-18 -14.875 -0.0425 "Power supplay" 1
06-07-2022 13-22-14 -10.29 -0.0294 "Power supplay" 1
06-07-2022 13-25-04 -5.145 -0.0147 "Power supplay" 1
06-07-2022 13-27-56 0.315 0.0009 "Power supplay" 1
06-07-2022 13-30-50 5.74 0.0164 "Power supplay" 1
06-07-2022 13-33-41 8.645 0.0247 "Power supplay" 1
06-07-2022 13-36-36 18.97 0.0542 "Power supplay" 1
06-07-2022 13-39-26 39.48 0.1128 "Power supplay" 1
06-07-2022 13-42-23 60.97 0.1742 "Power supplay" 1
06-07-2022 13-45-15 80.255 0.2293 "Power supplay" 1
06-07-2022 13-48-06 100.38 0.2868 "Power supplay" 1
06-07-2022 13-50-58 116.375 0.3325 "Power supplay" 1
06-07-2022 13-53-50 135.555 0.3873 "Power supplay" 1
06-07-2022 13-56-40 151.795 0.4337 "Power supplay" 1
06-07-2022 13-59-33 170.065 0.4859 "Power supplay" 1
06-07-2022 14-02-25 193.83 0.5538 "Power supplay" 1
06-07-2022 14-41-39 199.465 0.5699 "Power supplay" 1
06-07-2022 14-44-31 178.57 0.5102 "Power supplay" 1
06-07-2022 14-47-22 159.565 0.4559 "Power supplay" 1
06-07-2022 14-50-13 139.755 0.3993 "Power supplay" 1
06-07-2022 14-53-05 119.98 0.3428 "Power supplay" 1
06-07-2022 15-05-44 198.8 0.568 "Power supplay" 1
06-07-2022 15-08-35 179.865 0.5139 "Power supplay" 1
06-07-2022 15-11-26 159.74 0.4564 "Power supplay" 1
06-07-2022 15-14-17 140.14 0.4004 "Power supplay" 1
06-07-2022 15-17-08 121.065 0.3459 "Power supplay" 1
06-07-2022 15-21-12 99.715 0.2849 "Power supplay" 1
06-07-2022 15-24-04 80.99 0.2314 "Power supplay" 1
06-07-2022 15-26-56 60.865 0.1739 "Power supplay" 1
06-07-2022 15-29-45 40.18 0.1148 "Power supplay" 1
06-07-2022 15-32-55 20.3 0.058 "Power supplay" 1
06-07-2022 15-35-45 -1.995 -0.0057 "Power supplay" 1
06-07-2022 15-38-41 -20.755 -0.0593 "Power supplay" 1
06-07-2022 15-41-32 -39.585 -0.1131 "Power supplay" 1
06-07-2022 15-44-27 -58.275 -0.1665 "Power supplay" 1
06-07-2022 15-47-19 -76.65 -0.219 "Power supplay" 1
06-07-2022 15-50-12 -84.875 -0.2425 "Power supplay" 1
06-07-2022 15-53-05 -95.55 -0.273 "Power supplay" 1
06-07-2022 15-55-55 -100.555 -0.2873 "Power supplay" 1
06-07-2022 15-58-44 -104.545 -0.2987 "Power supplay" 1
06-07-2022 16-01-34 -112.42 -0.3212 "Power supplay" 1
06-07-2022 16-04-25 -115.115 -0.3289 "Power supplay" 1
06-07-2022 16-07-14 -120.33 -0.3438 "Power supplay" 1
06-07-2022 16-10-05 -141.225 -0.4035 "Power supplay" 1
06-07-2022 16-12-56 -160.44 -0.4584 "Power supplay" 1
06-07-2022 16-15-50 -150.29 -0.4294 "Power supplay" 1
06-07-2022 16-18-58 -200.41 -0.5726 "Power supplay" 1
06-07-2022 16-23-31 -180.775 -0.5165 "Power supplay" 1
06-07-2022 16-26-22 -161.77 -0.4622 "Power supplay" 1
06-07-2022 16-29-13 -142.275 -0.4065 "Power supplay" 1
06-07-2022 16-32-04 -124.005 -0.3543 "Power supplay" 1
06-07-2022 16-34-53 -98.735 -0.2821 "Power supplay" 1
06-07-2022 16-37-46 -94.185 -0.2691 "Power supplay" 1
06-07-2022 16-40-40 -64.96 -0.1856 "Power supplay" 1
06-07-2022 16-43-31 -49.385 -0.1411 "Power supplay" 1
06-07-2022 16-46-22 -29.715 -0.0849 "Power supplay" 1
06-07-2022 16-49-17 -31.36 -0.0896 "Power supplay" 1
06-07-2022 16-52-23 -21.14 -0.0604 "Power supplay" 1
06-07-2022 16-55-14 -15.855 -0.0453 "Power supplay" 1
06-07-2022 16-58-11 -9.1 -0.026 "Power supplay" 1
06-07-2022 17-01-09 -4.76 -0.0136 "Power supplay" 1
06-07-2022 17-03-59 0.245 0.0007 "Power supplay" 1
06-07-2022 17-06-53 4.865 0.0139 "Power supplay" 1
06-07-2022 17-09-49 9.695 0.0277 "Power supplay" 1
06-07-2022 17-12-44 20.23 0.0578 "Power supplay" 1
06-07-2022 17-15-40 40.18 0.1148 "Power supplay" 1
06-07-2022 17-18-33 59.325 0.1695 "Power supplay" 1
06-07-2022 17-21-24 77.84 0.2224 "Power supplay" 1
06-07-2022 17-24-20 94.815 0.2709 "Power supplay" 1
06-07-2022 17-27-14 115.92 0.3312 "Power supplay" 1
06-07-2022 17-30-05 130.34 0.3724 "Power supplay" 1
06-07-2022 17-33-10 158.795 0.4537 "Power supplay" 1
06-07-2022 17-36-01 178.22 0.5092 "Power supplay" 1
06-07-2022 17-38-54 199.29 0.5694 "Power supplay" 1
06-07-2022 17-48-22 251.265 0.7179 "Power supplay" 1
06-07-2022 17-51-13 244.79 0.6994 "Power supplay" 1
06-07-2022 17-54-03 239.855 0.6853 "Power supplay" 1
06-07-2022 17-56-54 234.885 0.6711 "Power supplay" 1
06-07-2022 17-59-44 229.985 0.6571 "Power supplay" 1
06-07-2022 18-02-32 223.755 0.6393 "Power supplay" 1
06-07-2022 18-05-28 220.325 0.6295 "Power supplay" 1
06-07-2022 18-08-19 214.725 0.6135 "Power supplay" 1
06-07-2022 18-11-09 210.07 0.6002 "Power supplay" 1
06-07-2022 18-13-58 204.82 0.5852 "Power supplay" 1
06-07-2022 18-16-48 199.99 0.5714 "Power supplay" 1
06-07-2022 18-19-36 193.27 0.5522 "Power supplay" 1
06-07-2022 18-22-28 190.225 0.5435 "Power supplay" 1
06-07-2022 18-25-15 183.26 0.5236 "Power supplay" 1
06-07-2022 18-28-05 178.955 0.5113 "Power supplay" 1
06-07-2022 18-30-55 175 0.5 "Power supplay" 1
06-07-2022 18-33-43 169.715 0.4849 "Power supplay" 1
06-07-2022 18-36-32 164.675 0.4705 "Power supplay" 1
06-07-2022 18-39-21 160.125 0.4575 "Power supplay" 1
06-07-2022 18-42-09 154.525 0.4415 "Power supplay" 1
06-07-2022 18-44-58 149.87 0.4282 "Power supplay" 1
06-07-2022 18-47-47 144.725 0.4135 "Power supplay" 1
06-07-2022 18-50-50 140.105 0.4003 "Power supplay" 1
06-07-2022 18-53-40 134.96 0.3856 "Power supplay" 1
06-07-2022 18-56-29 129.78 0.3708 "Power supplay" 1
06-07-2022 18-59-16 124.32 0.3552 "Power supplay" 1
06-07-2022 19-02-05 119.77 0.3422 "Power supplay" 1
06-07-2022 19-04-51 113.085 0.3231 "Power supplay" 1
06-07-2022 19-07-43 109.935 0.3141 "Power supplay" 1
06-07-2022 19-10-30 103.11 0.2946 "Power supplay" 1
06-07-2022 19-13-22 100.065 0.2859 "Power supplay" 1
06-07-2022 19-16-10 94.5 0.27 "Power supplay" 1
06-07-2022 19-18-59 89.565 0.2559 "Power supplay" 1
06-07-2022 19-21-47 84.42 0.2412 "Power supplay" 1
06-07-2022 19-24-36 79.59 0.2274 "Power supplay" 1
06-07-2022 19-27-23 72.905 0.2083 "Power supplay" 1
06-07-2022 19-30-15 69.825 0.1995 "Power supplay" 1
06-07-2022 19-33-03 64.435 0.1841 "Power supplay" 1
06-07-2022 19-35-50 57.89 0.1654 "Power supplay" 1
06-07-2022 19-38-41 60.865 0.1739 "Power supplay" 1
06-07-2022 19-41-30 49.175 0.1405 "Power supplay" 1
06-07-2022 19-44-20 45.01 0.1286 "Power supplay" 1
06-07-2022 19-47-08 37.975 0.1085 "Power supplay" 1
06-07-2022 19-49-56 34.335 0.0981 "Power supplay" 1
06-07-2022 19-52-43 30.38 0.0868 "Power supplay" 1
06-07-2022 19-55-35 25.13 0.0718 "Power supplay" 1
06-07-2022 19-58-23 19.005 0.0543 "Power supplay" 1
06-07-2022 20-01-13 21.98 0.0628 "Power supplay" 1
06-07-2022 20-04-03 12.985 0.0371 "Power supplay" 1
06-07-2022 20-07-10 5.705 0.0163 "Power supplay" 1
06-07-2022 20-09-58 0 0 "Power supplay" 1
06-07-2022 20-13-02 -4.515 -0.0129 "Power supplay" 1
06-07-2022 20-15-57 -9.975 -0.0285 "Power supplay" 1
06-07-2022 20-18-47 -14.595 -0.0417 "Power supplay" 1
06-07-2022 20-21-37 -19.495 -0.0557 "Power supplay" 1
06-07-2022 20-24-26 -24.885 -0.0711 "Power supplay" 1
06-07-2022 20-27-14 -30.03 -0.0858 "Power supplay" 1
06-07-2022 20-30-04 -34.615 -0.0989 "Power supplay" 1
06-07-2022 20-32-53 -42.7 -0.122 "Power supplay" 1
06-07-2022 20-35-42 -45.255 -0.1293 "Power supplay" 1
06-07-2022 20-38-32 -50.12 -0.1432 "Power supplay" 1
06-07-2022 20-41-21 -55.51 -0.1586 "Power supplay" 1
06-07-2022 20-44-11 -57.855 -0.1653 "Power supplay" 1
06-07-2022 20-47-02 -64.925 -0.1855 "Power supplay" 1
06-07-2022 20-50-09 -69.86 -0.1996 "Power supplay" 1
06-07-2022 20-52-59 -75.425 -0.2155 "Power supplay" 1
06-07-2022 20-55-48 -80.535 -0.2301 "Power supplay" 1
06-07-2022 20-58-37 -84.945 -0.2427 "Power supplay" 1
06-07-2022 21-01-24 -92.085 -0.2631 "Power supplay" 1
06-07-2022 21-04-13 -95.76 -0.2736 "Power supplay" 1
06-07-2022 21-07-03 -100.1 -0.286 "Power supplay" 1
06-07-2022 21-09-51 -105.245 -0.3007 "Power supplay" 1
06-07-2022 21-12-41 -109.165 -0.3119 "Power supplay" 1
06-07-2022 21-15-28 -116.48 -0.3328 "Power supplay" 1
06-07-2022 21-18-34 -119.945 -0.3427 "Power supplay" 1
06-07-2022 21-21-27 -124.32 -0.3552 "Power supplay" 1
06-07-2022 21-24-15 -130.34 -0.3724 "Power supplay" 1
06-07-2022 21-27-04 -135.205 -0.3863 "Power supplay" 1
06-07-2022 21-29-52 -140.28 -0.4008 "Power supplay" 1
06-07-2022 21-32-39 -146.265 -0.4179 "Power supplay" 1
06-07-2022 21-35-29 -150.22 -0.4292 "Power supplay" 1
06-07-2022 21-38-19 -154.385 -0.4411 "Power supplay" 1
06-07-2022 21-41-08 -160.335 -0.4581 "Power supplay" 1
06-07-2022 21-43-56 -164.78 -0.4708 "Power supplay" 1
06-07-2022 21-46-45 -170.345 -0.4867 "Power supplay" 1
06-07-2022 21-49-35 -175.28 -0.5008 "Power supplay" 1
06-07-2022 21-52-23 -179.83 -0.5138 "Power supplay" 1
06-07-2022 21-55-11 -185.325 -0.5295 "Power supplay" 1
06-07-2022 21-57-58 -191.555 -0.5473 "Power supplay" 1
06-07-2022 22-01-17 -195.545 -0.5587 "Power supplay" 1
06-07-2022 22-04-07 -200.2 -0.572 "Power supplay" 1
06-07-2022 22-06-57 -204.89 -0.5854 "Power supplay" 1
06-07-2022 22-09-45 -210.28 -0.6008 "Power supplay" 1
06-07-2022 22-12-34 -215.25 -0.615 "Power supplay" 1
06-07-2022 22-15-22 -220.29 -0.6294 "Power supplay" 1
06-07-2022 22-18-12 -225.365 -0.6439 "Power supplay" 1
06-07-2022 22-21-02 -229.845 -0.6567 "Power supplay" 1
06-07-2022 22-23-52 -235.095 -0.6717 "Power supplay" 1
06-07-2022 22-26-41 -240.03 -0.6858 "Power supplay" 1
06-07-2022 22-29-32 -245.105 -0.7003 "Power supplay" 1
06-07-2022 22-32-21 -250.215 -0.7149 "Power supplay" 1
06-07-2022 22-35-10 -244.895 -0.6997 "Power supplay" 1
06-07-2022 22-37-59 -238.77 -0.6822 "Power supplay" 1
06-07-2022 22-40-54 -233.625 -0.6675 "Power supplay" 1
06-07-2022 22-43-47 -229.845 -0.6567 "Power supplay" 1
06-07-2022 22-46-36 -224.945 -0.6427 "Power supplay" 1
06-07-2022 22-49-24 -219.94 -0.6284 "Power supplay" 1
06-07-2022 22-52-13 -215.04 -0.6144 "Power supplay" 1
06-07-2022 22-55-01 -209.72 -0.5992 "Power supplay" 1
06-07-2022 22-57-50 -204.645 -0.5847 "Power supplay" 1
06-07-2022 23-00-38 -199.535 -0.5701 "Power supplay" 1
06-07-2022 23-03-28 -194.635 -0.5561 "Power supplay" 1
06-07-2022 23-06-16 -189.805 -0.5423 "Power supplay" 1
06-07-2022 23-09-05 -184.8 -0.528 "Power supplay" 1
06-07-2022 23-11-53 -179.69 -0.5134 "Power supplay" 1
06-07-2022 23-14-42 -175.035 -0.5001 "Power supplay" 1
06-07-2022 23-17-32 -169.855 -0.4853 "Power supplay" 1
06-07-2022 23-20-21 -164.675 -0.4705 "Power supplay" 1
06-07-2022 23-23-10 -159.565 -0.4559 "Power supplay" 1
06-07-2022 23-25-59 -154.665 -0.4419 "Power supplay" 1
06-07-2022 23-28-48 -149.66 -0.4276 "Power supplay" 1
06-07-2022 23-31-36 -144.655 -0.4133 "Power supplay" 1
06-07-2022 23-34-24 -139.965 -0.3999 "Power supplay" 1
06-07-2022 23-37-13 -134.365 -0.3839 "Power supplay" 1
06-07-2022 23-40-02 -129.675 -0.3705 "Power supplay" 1
06-07-2022 23-42-51 -124.6 -0.356 "Power supplay" 1
06-07-2022 23-45-40 -120.225 -0.3435 "Power supplay" 1
06-07-2022 23-48-29 -114.8 -0.328 "Power supplay" 1
06-07-2022 23-51-18 -109.655 -0.3133 "Power supplay" 1
06-07-2022 23-54-07 -105.14 -0.3004 "Power supplay" 1
06-07-2022 23-56-56 -99.33 -0.2838 "Power supplay" 1
06-07-2022 23-59-45 -94.92 -0.2712 "Power supplay" 1
07-07-2022 00-02-34 -89.425 -0.2555 "Power supplay" 1
07-07-2022 00-05-21 -83.3 -0.238 "Power supplay" 1
07-07-2022 00-08-12 -79.73 -0.2278 "Power supplay" 1
07-07-2022 00-11-01 -74.515 -0.2129 "Power supplay" 1
07-07-2022 00-13-49 -69.86 -0.1996 "Power supplay" 1
07-07-2022 00-16-38 -96.495 -0.2757 "Power supplay" 1
07-07-2022 00-19-31 -60.06 -0.1716 "Power supplay" 1
07-07-2022 00-22-22 -54.67 -0.1562 "Power supplay" 1
07-07-2022 00-25-09 -47.915 -0.1369 "Power supplay" 1
07-07-2022 00-28-00 -44.87 -0.1282 "Power supplay" 1
07-07-2022 00-30-50 -41.125 -0.1175 "Power supplay" 1
07-07-2022 00-33-43 -40.145 -0.1147 "Power supplay" 1
07-07-2022 00-36-32 -30.52 -0.0872 "Power supplay" 1
07-07-2022 00-39-31 -24.605 -0.0703 "Power supplay" 1
07-07-2022 00-42-23 -19.32 -0.0552 "Power supplay" 1
07-07-2022 00-45-14 -15.435 -0.0441 "Power supplay" 1
07-07-2022 00-48-01 -10.535 -0.0301 "Power supplay" 1
07-07-2022 00-50-54 -4.55 -0.013 "Power supplay" 1
07-07-2022 00-53-43 0.28 0.0008 "Power supplay" 1
07-07-2022 00-56-33 3.045 0.0087 "Power supplay" 1
07-07-2022 00-59-28 10.71 0.0306 "Power supplay" 1
07-07-2022 01-02-17 14.385 0.0411 "Power supplay" 1
07-07-2022 01-05-07 19.285 0.0551 "Power supplay" 1
07-07-2022 01-07-59 24.78 0.0708 "Power supplay" 1
07-07-2022 01-10-49 29.995 0.0857 "Power supplay" 1
07-07-2022 01-13-38 35.77 0.1022 "Power supplay" 1
07-07-2022 01-16-28 40.075 0.1145 "Power supplay" 1
07-07-2022 01-19-16 45.675 0.1305 "Power supplay" 1
07-07-2022 01-22-04 51.415 0.1469 "Power supplay" 1
07-07-2022 01-24-55 55.23 0.1578 "Power supplay" 1
07-07-2022 01-27-44 60.62 0.1732 "Power supplay" 1
07-07-2022 01-30-32 64.855 0.1853 "Power supplay" 1
07-07-2022 01-33-22 66.43 0.1898 "Power supplay" 1
07-07-2022 01-36-13 69.545 0.1987 "Power supplay" 1
07-07-2022 01-39-19 79.66 0.2276 "Power supplay" 1
07-07-2022 01-42-10 85.05 0.243 "Power supplay" 1
07-07-2022 01-44-58 90.65 0.259 "Power supplay" 1
07-07-2022 01-47-48 95.41 0.2726 "Power supplay" 1
07-07-2022 01-50-36 100.415 0.2869 "Power supplay" 1
07-07-2022 01-53-25 105.28 0.3008 "Power supplay" 1
07-07-2022 01-56-13 110.53 0.3158 "Power supplay" 1
07-07-2022 01-59-04 115.22 0.3292 "Power supplay" 1
07-07-2022 02-01-52 120.085 0.3431 "Power supplay" 1
07-07-2022 02-04-39 125.125 0.3575 "Power supplay" 1
07-07-2022 02-07-26 131.25 0.375 "Power supplay" 1
07-07-2022 02-10-16 135.135 0.3861 "Power supplay" 1
07-07-2022 02-13-04 139.93 0.3998 "Power supplay" 1
07-07-2022 02-15-52 145.495 0.4157 "Power supplay" 1
07-07-2022 02-18-41 151.025 0.4315 "Power supplay" 1
07-07-2022 02-21-31 155.33 0.4438 "Power supplay" 1
07-07-2022 02-24-18 161.105 0.4603 "Power supplay" 1
07-07-2022 02-27-23 164.71 0.4706 "Power supplay" 1
07-07-2022 02-30-11 171.395 0.4897 "Power supplay" 1
07-07-2022 02-33-02 174.79 0.4994 "Power supplay" 1
07-07-2022 02-35-50 179.935 0.5141 "Power supplay" 1
07-07-2022 02-38-39 185.22 0.5292 "Power supplay" 1
07-07-2022 02-41-27 189.84 0.5424 "Power supplay" 1
07-07-2022 02-44-16 195.335 0.5581 "Power supplay" 1
07-07-2022 02-47-05 200.06 0.5716 "Power supplay" 1
07-07-2022 02-49-53 205.065 0.5859 "Power supplay" 1
07-07-2022 02-52-43 210 0.6 "Power supplay" 1
07-07-2022 02-55-32 214.725 0.6135 "Power supplay" 1
07-07-2022 02-58-19 221.06 0.6316 "Power supplay" 1
07-07-2022 03-01-23 225.4 0.644 "Power supplay" 1
07-07-2022 03-04-11 231.105 0.6603 "Power supplay" 1
07-07-2022 03-07-01 235.025 0.6715 "Power supplay" 1
07-07-2022 03-09-50 240.1 0.686 "Power supplay" 1
07-07-2022 03-12-39 245.21 0.7006 "Power supplay" 1
07-07-2022 03-15-27 250.18 0.7148 "Power supplay" 1
07-07-2022 03-18-37 -1.61 -0.0046 "Power supplay" 1
07-07-2022 10-45-03 0 0 "Power supplay" 2
07-07-2022 10-54-50 240.625 0.6875 "Power supplay" 1
07-07-2022 10-57-59 221.13 0.6318 "Power supplay" 1
07-07-2022 10-59-52 240.415 0.6869 "Power supplay" 1
07-07-2022 11-02-56 220.605 0.6303 "Power supplay" 1
07-07-2022 11-05-59 199.64 0.5704 "Power supplay" 1
07-07-2022 11-09-18 179.865 0.5139 "Power supplay" 1
07-07-2022 11-14-05 160.125 0.4575 "Power supplay" 1
07-07-2022 11-17-07 139.72 0.3992 "Power supplay" 1
07-07-2022 11-20-10 119.105 0.3403 "Power supplay" 1
07-07-2022 11-23-16 102.235 0.2921 "Power supplay" 1
07-07-2022 11-26-21 88.305 0.2523 "Power supplay" 1
07-07-2022 11-29-26 59.92 0.1712 "Power supplay" 1
07-07-2022 11-33-45 40.285 0.1151 "Power supplay" 1
07-07-2022 11-36-53 23.625 0.0675 "Power supplay" 1
07-07-2022 11-39-57 4.935 0.0141 "Power supplay" 1
07-07-2022 11-43-20 -19.88 -0.0568 "Power supplay" 1
07-07-2022 11-46-23 -38.78 -0.1108 "Power supplay" 1
07-07-2022 11-49-25 -58.87 -0.1682 "Power supplay" 1
07-07-2022 11-52-28 -75.46 -0.2156 "Power supplay" 1
07-07-2022 11-55-31 -91.21 -0.2606 "Power supplay" 1
07-07-2022 11-58-35 -117.74 -0.3364 "Power supplay" 1
07-07-2022 12-01-40 -129.465 -0.3699 "Power supplay" 1
07-07-2022 12-05-01 -161.21 -0.4606 "Power supplay" 1
07-07-2022 12-09-16 -180.18 -0.5148 "Power supplay" 1
07-07-2022 12-12-20 -199.325 -0.5695 "Power supplay" 1
07-07-2022 12-15-22 -221.025 -0.6315 "Power supplay" 1
07-07-2022 12-18-26 -234.255 -0.6693 "Power supplay" 1
07-07-2022 12-21-30 -219.555 -0.6273 "Power supplay" 1
07-07-2022 12-24-32 -199.5 -0.57 "Power supplay" 1
07-07-2022 12-27-36 -180.04 -0.5144 "Power supplay" 1
07-07-2022 12-30-40 -160.125 -0.4575 "Power supplay" 1
07-07-2022 12-33-42 -141.05 -0.403 "Power supplay" 1
07-07-2022 12-36-44 -123.48 -0.3528 "Power supplay" 1
07-07-2022 12-39-48 -109.095 -0.3117 "Power supplay" 1
07-07-2022 12-42-53 -87.15 -0.249 "Power supplay" 1
07-07-2022 12-45-59 -67.9 -0.194 "Power supplay" 1
07-07-2022 12-49-04 -39.97 -0.1142 "Power supplay" 1
07-07-2022 12-52-26 -20.125 -0.0575 "Power supplay" 1
07-07-2022 12-55-34 1.295 0.0037 "Power supplay" 1
07-07-2022 12-58-42 17.535 0.0501 "Power supplay" 1
07-07-2022 13-01-45 38.22 0.1092 "Power supplay" 1
07-07-2022 13-04-46 61.635 0.1761 "Power supplay" 1
07-07-2022 13-07-52 69.825 0.1995 "Power supplay" 1
07-07-2022 13-10-58 92.47 0.2642 "Power supplay" 1
07-07-2022 13-14-14 118.965 0.3399 "Power supplay" 1
07-07-2022 13-17-21 140.63 0.4018 "Power supplay" 1
07-07-2022 13-20-25 159.145 0.4547 "Power supplay" 1
07-07-2022 13-23-29 178.745 0.5107 "Power supplay" 1
07-07-2022 13-26-36 196.315 0.5609 "Power supplay" 1
07-07-2022 13-29-51 219.31 0.6266 "Power supplay" 1
07-07-2022 13-32-53 240.31 0.6866 "Power supplay" 1
07-07-2022 13-36-17 -0.245 -0.0007 "Power supplay" 1
07-07-2022 13-40-21 23.855 0.0367 "Power supplay" 2
07-07-2022 13-45-13 240.59 0.6874 "Power supplay" 1
07-07-2022 13-48-08 221.2 0.632 "Power supplay" 1
07-07-2022 13-51-02 199.64 0.5704 "Power supplay" 1
07-07-2022 13-53-59 185.395 0.5297 "Power supplay" 1
07-07-2022 13-57-12 159.845 0.4567 "Power supplay" 1
07-07-2022 14-01-26 139.86 0.3996 "Power supplay" 1
07-07-2022 14-04-20 118.545 0.3387 "Power supplay" 1
07-07-2022 14-07-15 99.085 0.2831 "Power supplay" 1
07-07-2022 14-10-23 80.92 0.2312 "Power supplay" 1
07-07-2022 14-13-18 61.145 0.1747 "Power supplay" 1
07-07-2022 14-16-17 38.64 0.1104 "Power supplay" 1
07-07-2022 14-21-08 20.335 0.0581 "Power supplay" 1
07-07-2022 14-24-03 -1.855 -0.0053 "Power supplay" 1
07-07-2022 14-27-01 -21.035 -0.0601 "Power supplay" 1
07-07-2022 14-30-00 -40.04 -0.1144 "Power supplay" 1
07-07-2022 14-34-41 -59.745 -0.1707 "Power supplay" 1
07-07-2022 14-37-36 -79.625 -0.2275 "Power supplay" 1
07-07-2022 14-40-34 -99.4 -0.284 "Power supplay" 1
07-07-2022 14-43-30 -120.925 -0.3455 "Power supplay" 1
07-07-2022 14-46-26 -129.85 -0.371 "Power supplay" 1
07-07-2022 14-49-23 -161.49 -0.4614 "Power supplay" 1
07-07-2022 14-52-20 -168.07 -0.4802 "Power supplay" 1
07-07-2022 14-55-28 -200.725 -0.5735 "Power supplay" 1
07-07-2022 14-58-26 -219.065 -0.6259 "Power supplay" 1
07-07-2022 15-01-19 -246.19 -0.7034 "Power supplay" 1
07-07-2022 15-04-15 -219.52 -0.6272 "Power supplay" 1
07-07-2022 15-07-11 -199.78 -0.5708 "Power supplay" 1
07-07-2022 15-10-05 -180.46 -0.5156 "Power supplay" 1
07-07-2022 15-12-58 -160.65 -0.459 "Power supplay" 1
07-07-2022 15-15-51 -138.985 -0.3971 "Power supplay" 1
07-07-2022 15-18-47 -131.46 -0.3756 "Power supplay" 1
07-07-2022 15-21-46 -106.785 -0.3051 "Power supplay" 1
07-07-2022 15-24-45 -85.82 -0.2452 "Power supplay" 1
07-07-2022 15-27-40 -59.57 -0.1702 "Power supplay" 1
07-07-2022 15-30-38 -49.315 -0.1409 "Power supplay" 1
07-07-2022 15-33-36 -25.445 -0.0727 "Power supplay" 1
07-07-2022 15-36-31 -6.125 -0.0175 "Power supplay" 1
07-07-2022 15-39-33 20.02 0.0572 "Power supplay" 1
07-07-2022 15-42-35 39.865 0.1139 "Power supplay" 1
07-07-2022 15-45-30 59.85 0.171 "Power supplay" 1
07-07-2022 15-48-25 79.45 0.227 "Power supplay" 1
07-07-2022 15-51-19 100.905 0.2883 "Power supplay" 1
07-07-2022 15-54-14 120.575 0.3445 "Power supplay" 1
07-07-2022 15-57-11 125.65 0.359 "Power supplay" 1
07-07-2022 16-00-07 160.825 0.4595 "Power supplay" 1
07-07-2022 16-03-05 165.69 0.4734 "Power supplay" 1
07-07-2022 16-06-02 200.585 0.5731 "Power supplay" 1
07-07-2022 16-08-59 205.1 0.586 "Power supplay" 1
07-07-2022 16-11-56 240.415 0.6869 "Power supplay" 1
07-07-2022 16-15-18 0 0 "Power supplay" 1
07-07-2022 17-17-36 240.695 0.6877 "Power supplay" 1
07-07-2022 17-20-16 100.555 0.2873 "Power supplay" 1
07-07-2022 17-22-32 19.215 0.0549 "Power supplay" 1
07-07-2022 17-26-25 0.35 0.001 "Power supplay" 1
07-07-2022 17-28-39 -19.67 -0.0562 "Power supplay" 1
07-07-2022 17-31-19 -339.955 -0.9713 "Power supplay" 1
07-07-2022 17-34-05 -1.365 -0.0039 "Power supplay" 1
07-07-2022 17-36-12 103.635 0.2961 "Power supplay" 1
07-07-2022 17-38-12 120.435 0.3441 "Power supplay" 1
07-07-2022 17-40-12 139.58 0.3988 "Power supplay" 1
07-07-2022 17-42-25 239.96 0.6856 "Power supplay" 1
07-07-2022 18-09-28 49.91 0.1426 "Power supplay" 1
07-07-2022 18-10-11 48.945 0.0753 "Power supplay" 2
07-07-2022 18-14-23 -249.69 -0.7134 "Power supplay" 1
07-07-2022 18-23-20 250.6 0.716 "Power supplay" 1
07-07-2022 18-27-18 245.14 0.7004 "Power supplay" 1
07-07-2022 18-31-18 239.82 0.6852 "Power supplay" 1
07-07-2022 18-35-17 234.955 0.6713 "Power supplay" 1
07-07-2022 18-39-16 229.845 0.6567 "Power supplay" 1
07-07-2022 18-43-14 225.12 0.6432 "Power supplay" 1
07-07-2022 18-47-14 219.765 0.6279 "Power supplay" 1
07-07-2022 18-51-12 214.795 0.6137 "Power supplay" 1
07-07-2022 18-55-10 210.07 0.6002 "Power supplay" 1
07-07-2022 18-59-08 205.03 0.5858 "Power supplay" 1
07-07-2022 19-03-05 199.78 0.5708 "Power supplay" 1
07-07-2022 19-07-02 194.74 0.5564 "Power supplay" 1
07-07-2022 19-11-00 190.295 0.5437 "Power supplay" 1
07-07-2022 19-14-58 188.195 0.5377 "Power supplay" 1
07-07-2022 19-18-58 179.48 0.5128 "Power supplay" 1
07-07-2022 19-22-55 174.825 0.4995 "Power supplay" 1
07-07-2022 19-26-53 169.715 0.4849 "Power supplay" 1
07-07-2022 19-30-51 164.745 0.4707 "Power supplay" 1
07-07-2022 19-34-47 159.88 0.4568 "Power supplay" 1
07-07-2022 19-38-44 154.455 0.4413 "Power supplay" 1
07-07-2022 19-42-42 149.835 0.4281 "Power supplay" 1
07-07-2022 19-46-39 144.97 0.4142 "Power supplay" 1
07-07-2022 19-50-36 139.685 0.3991 "Power supplay" 1
07-07-2022 19-54-33 134.995 0.3857 "Power supplay" 1
07-07-2022 19-58-31 129.815 0.3709 "Power supplay" 1
07-07-2022 20-02-28 124.74 0.3564 "Power supplay" 1
07-07-2022 20-06-26 119.665 0.3419 "Power supplay" 1
07-07-2022 20-10-22 113.61 0.3246 "Power supplay" 1
07-07-2022 20-14-20 109.48 0.3128 "Power supplay" 1
