Date Time Gauge Helium
14-Dec-2022 10:28:01 1579.5 2105.4735
14-Dec-2022 10:31:49 1580.36 2106.61988
14-Dec-2022 10:36:13 1581.32 2107.89956
14-Dec-2022 10:38:40 1581.89 2108.65937
14-Dec-2022 10:43:01 1582.88 2109.97904
14-Dec-2022 10:46:16 1583.68 2111.04544
14-Dec-2022 10:48:57 1584.29 2111.85857
14-Dec-2022 10:52:46 1585.11 2112.95163
14-Dec-2022 10:56:16 1585.85 2113.93805
14-Dec-2022 10:58:21 1586.27 2114.49791
14-Dec-2022 11:00:57 1586.84 2115.25772
14-Dec-2022 11:02:54 1587.26 2115.81758
14-Dec-2022 11:05:26 1587.84 2116.59072
14-Dec-2022 11:07:21 1588.3 2117.2039
14-Dec-2022 11:08:34 1588.6 2117.6038
14-Dec-2022 11:09:48 1588.93 2118.04369
14-Dec-2022 11:11:07 1589.26 2118.48358
14-Dec-2022 11:12:00 1589.5 2118.8035
14-Dec-2022 11:15:56 1590.6 2120.2698
15-Dec-2022 10:21:47 1600.042 2132.855986
18-Dec-2022 10:10:38 1624.194 2165.050602
19-Dec-2022 09:58:40 1630.534 2173.501822
19-Dec-2022 12:23:05 161.26 214.95958
20-Dec-2022 09:51:16 1637.732 2183.096756
21-Dec-2022 10:02:40 1644.839 2192.570387
22-Dec-2022 10:04:36 1651.757 2201.792081
25-Dec-2022 09:54:39 1672.201 2229.043933
26-Dec-2022 09:53:21 1678.926 2238.008358
27-Dec-2022 10:14:08 1685.74 2247.09142
28-Dec-2022 09:58:31 1692.134 2255.614622
29-Dec-2022 10:06:40 1698.908 2264.644364
29-Dec-2022 13:19:17 1699.792 2265.822736
29-Dec-2022 13:19:51 1699.793 2265.824069
29-Dec-2022 13:32:23 1700.535 2266.813155
29-Dec-2022 13:35:29 1700.66 2266.97978
29-Dec-2022 13:37:55 1700.735 2267.079755
29-Dec-2022 13:40:20 1700.85 2267.23305
29-Dec-2022 13:43:36 1701.017 2267.455661
29-Dec-2022 13:46:46 1701.165 2267.652945
29-Dec-2022 13:51:15 1701.45 2268.03285
29-Dec-2022 13:56:12 1701.76 2268.44608
29-Dec-2022 14:02:02 1702.15 2268.96595
29-Dec-2022 14:04:40 1702.359 2269.244547
29-Dec-2022 14:08:02 1702.62 2269.59246
29-Dec-2022 14:08:18 1702.64 2269.61912
29-Dec-2022 14:10:43 1702.84 2269.88572
29-Dec-2022 14:14:32 1703.162 2270.314946
29-Dec-2022 14:16:08 1703.32 2270.52556
29-Dec-2022 14:18:22 1703.52 2270.79216
29-Dec-2022 14:18:28 1703.55 2270.83215
29-Dec-2022 14:21:17 1703.87 2271.25871
29-Dec-2022 14:23:55 1704.21 2271.71193
29-Dec-2022 14:25:34 1704.43 2272.00519
29-Dec-2022 14:30:35 1705.11 2272.91163
29-Dec-2022 14:32:38 1705.38 2273.27154
29-Dec-2022 14:34:45 1705.69 2273.68477
29-Dec-2022 14:36:45 1705.97 2274.05801
29-Dec-2022 14:40:18 1706.59 2274.88447
29-Dec-2022 14:42:45 1707 2275.431
29-Dec-2022 14:43:51 1707.24 2275.75092
29-Dec-2022 14:45:41 1707.57 2276.19081
29-Dec-2022 14:47:40 1707.98 2276.73734
29-Dec-2022 14:49:13 1708.32 2277.19056
29-Dec-2022 14:50:56 1708.69 2277.68377
29-Dec-2022 14:52:01 1708.98 2278.07034
29-Dec-2022 14:53:13 1709.37 2278.59021
29-Dec-2022 15:04:57 1711.792 2281.818736
01-Jan-2023 10:07:14 1735.338 2313.205554
01-Jan-2023 10:44:40 1735.338 2313.205554
01-Jan-2023 10:45:51 1735.338 2313.205554
02-Jan-2023 10:30:37 1742.642 2322.941786
03-Jan-2023 11:25:30 1750.08 2332.85664
04-Jan-2023 10:39:17 1757.13 2342.25429
05-Jan-2023 11:32:21 1765.544 2353.470152
08-Jan-2023 10:22:28 1785.62 2380.23146
09-Jan-2023 09:52:10 1792.444 2389.327852
10-Jan-2023 09:57:13 1800.798 2400.463734
11-Jan-2023 10:04:48 1809.911 2412.611363
11-Jan-2023 13:34:39 1812 2415.396
11-Jan-2023 13:34:44 1812.56 2416.14248
11-Jan-2023 13:35:11 1812.56 2416.14248
11-Jan-2023 13:47:36 1813.17 2416.95561
11-Jan-2023 13:52:41 1813.385 2417.242205
11-Jan-2023 13:55:26 1813.536 2417.443488
11-Jan-2023 14:00:43 1813.88 2417.90204
11-Jan-2023 14:05:34 1814.25 2418.39525
11-Jan-2023 14:11:40 1814.735 2419.041755
11-Jan-2023 14:17:47 1815 2419.395
11-Jan-2023 14:17:58 1815.39 2419.91487
11-Jan-2023 14:25:15 1816.191 2420.982603
11-Jan-2023 14:28:57 1816.658 2421.605114
11-Jan-2023 14:37:39 1817.76 2423.07408
11-Jan-2023 14:43:01 1818.54 2424.11382
11-Jan-2023 14:47:25 1819.26 2425.07358
11-Jan-2023 14:50:35 1819.841 2425.848053
11-Jan-2023 14:57:16 1821.12 2427.55296
11-Jan-2023 15:00:07 1821.7 2428.3261
11-Jan-2023 15:01:18 1822 2428.726
11-Jan-2023 15:03:22 18242 24316.586
11-Jan-2023 15:03:37 1822.48 2429.36584
11-Jan-2023 15:04:13 1822.6 2429.5258
11-Jan-2023 15:04:54 1822.78 2429.76574
11-Jan-2023 15:05:33 1822.95 2429.99235
11-Jan-2023 15:14:33 1824.54 2432.11182
12-Jan-2023 10:04:01 1831.202 2440.992266
15-Jan-2023 11:01:30 1854.25 2471.71525
16-Jan-2023 09:50:36 1860.79 2480.43307
17-Jan-2023 12:35:44 1870.668 2493.600444
18-Jan-2023 09:49:37 1877.741 2503.028753
19-Jan-2023 10:02:04 1888.027 2516.739991
22-Jan-2023 09:52:42 1908.375 2543.863875
23-Jan-2023 13:52:22 1916.688 2554.945104
24-Jan-2023 10:13:04 1923.559 2564.104147
25-Jan-2023 09:52:59 1930.19 2572.94327
26-Jan-2023 10:37:16 1937.069 2582.112977
26-Jan-2023 12:12:23 1937.512 2582.703496
26-Jan-2023 12:23:21 101.9 135.8327
26-Jan-2023 12:23:25 11.9 15.8627
26-Jan-2023 12:25:56 1937.512 2582.703496
26-Jan-2023 12:26:06 1937.512 2582.703496
26-Jan-2023 12:26:31 1938.22 2583.64726
26-Jan-2023 12:35:34 1938.58 2584.12714
26-Jan-2023 12:41:12 1938.84 2584.47372
26-Jan-2023 12:45:46 1939.125 2584.853625
26-Jan-2023 12:52:40 1939.54 2585.40682
26-Jan-2023 12:57:27 1939.8 2585.7534
26-Jan-2023 12:57:39 1939.9 2585.8867
26-Jan-2023 13:02:41 1940.32 2586.44656
26-Jan-2023 13:15:26 1941.57 2588.11281
26-Jan-2023 13:22:20 194243 258925.919
26-Jan-2023 13:22:30 1942.47 2589.31251
26-Jan-2023 13:27:33 1943.12 2590.17896
26-Jan-2023 13:31:49 1943.94 2591.27202
26-Jan-2023 13:37:34 1944.96 2592.63168
26-Jan-2023 13:43:57 1946.19 2594.27127
26-Jan-2023 13:46:39 1946.76 2595.03108
26-Jan-2023 13:49:50 1947.5 2596.0175
29-Jan-2023 10:11:39 1974.878 2632.512374
30-Jan-2023 09:52:08 1982.368 2642.496544
31-Jan-2023 09:56:37 1989.99 2652.65667
01-Feb-2023 10:39:59 1997.504 2662.672832
02-Feb-2023 09:56:29 2004.465 2671.951845
05-Feb-2023 10:37:01 2025.549 2700.056817
06-Feb-2023 16:25:48 2034.162 2711.537946
08-Feb-2023 12:12:52 2046.4 2727.8512
09-Feb-2023 13:29:41 2052.28 2735.68924
09-Feb-2023 13:51:01 2053.07 2736.74231
09-Feb-2023 13:58:17 2053.418 2737.206194
09-Feb-2023 14:04:08 2053.76 2737.66208
09-Feb-2023 14:13:05 2054.4 2738.5152
09-Feb-2023 14:17:26 2054.8 2739.0484
09-Feb-2023 14:22:10 2055.33 2739.75489
09-Feb-2023 14:31:01 2056.45 2741.24785
09-Feb-2023 14:37:12 2057.345 2742.440885
09-Feb-2023 14:43:56 2058.5 2743.9805
09-Feb-2023 14:53:12 2060.8 2747.0464
09-Feb-2023 14:58:21 2062.1 2748.7793
09-Feb-2023 15:03:16 2063.2 2750.2456
09-Feb-2023 15:12:17 2065.65 2753.51145
09-Feb-2023 15:23:00 2068.3 2757.0439
09-Feb-2023 15:54:01 2068.8 2757.7104
13-Feb-2023 18:45:24 2095.568 2793.392144
16-Feb-2023 10:52:46 2118.627 2824.129791
19-Feb-2023 13:15:45 2137.23 2848.92759
20-Feb-2023 10:46:56 2145 2859.285
21-Feb-2023 08:45:43 2151.125 2867.449625
22-Feb-2023 13:07:22 2160 2879.28
23-Feb-2023 12:05:47 2165.539 2886.663487
24-Feb-2023 10:22:59 2173.088 2896.726304
25-Feb-2023 16:06:10 2180.892 2907.129036
26-Feb-2023 08:59:25 2188.916 2917.825028
27-Feb-2023 10:15:02 2197.262 2928.950246
27-Feb-2023 10:15:16 2197.262 2928.950246
27-Feb-2023 10:31:47 2198.272 2930.296576
27-Feb-2023 10:35:27 2198.447 2930.529851
27-Feb-2023 10:41:15 2198.738 2930.917754
27-Feb-2023 10:46:32 2199.035 2931.313655
27-Feb-2023 10:52:22 2199.4 2931.8002
27-Feb-2023 11:01:09 2199.985 2932.580005
27-Feb-2023 11:05:35 2200.383 2933.110539
27-Feb-2023 11:12:12 2201 2933.933
27-Feb-2023 11:19:14 2201.74 2934.91942
27-Feb-2023 11:26:07 2202.65 2936.13245
27-Feb-2023 11:32:39 2203.87 2937.75871
27-Feb-2023 11:41:12 2205.2 2939.5316
27-Feb-2023 11:48:10 2206.56 2941.34448
27-Feb-2023 11:54:42 2207.94 2943.18402
27-Feb-2023 11:56:59 2208.41 2943.81053
27-Feb-2023 12:08:35 2210.12 2946.08996
27-Feb-2023 12:17:21 2210.314 2946.348562
28-Feb-2023 10:35:48 2217.164 2955.479612
01-Mar-2023 14:27:50 2222.78 2962.96574
02-Mar-2023 09:45:37 2234.34 2978.37522
03-Mar-2023 11:37:28 2245.402 2993.120866
05-Mar-2023 12:32:06 2258.114 3010.065962
06-Mar-2023 10:38:17 2268.83 3024.35039
07-Mar-2023 10:39:50 2279.202 3038.176266
09-Mar-2023 09:46:39 2293.904 3057.774032
11-Mar-2023 17:31:55 2309.562 3078.646146
12-Mar-2023 09:43:42 2314.07 3084.65531
13-Mar-2023 13:54:49 2321.84 3095.01272
14-Mar-2023 11:08:32 2327.721 3102.852093
15-Mar-2023 10:13:56 2334.04 3111.27532
15-Mar-2023 13:22:00 2335.01 3112.56833
15-Mar-2023 13:34:45 8.5 11.3305
15-Mar-2023 13:35:04 2335.86 3113.70138
15-Mar-2023 13:46:19 2336.28 3114.26124
15-Mar-2023 13:54:02 2336.74 3114.87442
15-Mar-2023 13:59:52 2337.13 3115.39429
15-Mar-2023 14:15:10 2338.21 3116.83393
15-Mar-2023 14:23:13 2338.92 3117.78036
15-Mar-2023 14:37:08 2340.64 3120.07312
15-Mar-2023 14:44:20 2341.77 3121.57941
15-Mar-2023 14:52:05 2343.16 3123.43228
15-Mar-2023 14:56:41 2344.09 3124.67197
15-Mar-2023 15:02:11 2345.4 3126.4182
15-Mar-2023 15:11:59 2348.29 3130.27057
15-Mar-2023 15:53:03 2349.36 3131.69688
15-Mar-2023 15:53:50 2335.01 3112.56833
15-Mar-2023 15:54:09 2349.36 3131.69688
16-Mar-2023 09:46:25 2355.75 3140.21475
17-Mar-2023 17:39:01 2366.78 3154.91774
19-Mar-2023 09:03:03 2379.09 3171.32697
20-Mar-2023 12:50:50 2387.62 3182.69746
21-Mar-2023 10:46:14 2394.17 3191.42861
23-Mar-2023 10:39:04 2409.383 3211.707539
26-Mar-2023 15:25:08 2435.072 3245.950976
28-Mar-2023 10:26:37 2448.5 3263.8505
29-Mar-2023 10:06:01 2455.087 3272.630971
30-Mar-2023 12:16:42 2463.035 3283.225655
30-Mar-2023 12:16:50 2463.035 3283.225655
30-Mar-2023 12:17:14 11.2 14.9296
30-Mar-2023 12:17:15 2463.035 3283.225655
30-Mar-2023 12:28:29 2464.145 3284.705285
30-Mar-2023 12:34:16 2464.4 3285.0452
30-Mar-2023 12:43:59 2464.9 3285.7117
30-Mar-2023 12:52:52 2465.5 3286.5115
30-Mar-2023 13:01:55 2466.2 3287.4446
30-Mar-2023 13:08:52 2466.94 3288.43102
30-Mar-2023 13:14:59 2467.765 3289.530745
30-Mar-2023 13:21:56 2468.84 3290.96372
30-Mar-2023 13:30:32 2470.4 3293.0432
30-Mar-2023 13:36:12 2471.55 3294.57615
30-Mar-2023 14:04:46 2475.065 3299.261645
03-Apr-2023 12:51:30 2506.675 3341.397775
10-Apr-2023 11:14:07 2549.248 3398.147584
11-Apr-2023 14:07:05 2561.45 3414.41285
13-Apr-2023 10:04:00 2576.573 3434.571809
13-Apr-2023 17:00:52 2579.14 3437.99362
13-Apr-2023 17:01:24 2579.14 3437.99362
13-Apr-2023 17:16:52 2580.095 3439.266635
13-Apr-2023 17:22:58 2580.62 3439.96646
13-Apr-2023 17:25:46 2580.89 3440.32637
13-Apr-2023 17:32:45 2581.72 3441.43276
13-Apr-2023 17:38:49 2582.58 3442.57914
13-Apr-2023 17:41:25 2582.988 3443.123004
13-Apr-2023 17:44:07 2583.47 3443.76551
13-Apr-2023 17:49:56 2584.6 3445.2718
13-Apr-2023 17:51:20 2584.9 3445.6717
13-Apr-2023 17:53:43 2585.44 3446.39152
13-Apr-2023 17:59:42 2586.36 3447.61788
16-Apr-2023 10:31:23 2609.146 3477.991618
17-Apr-2023 09:55:09 2616.947 3488.390351
23-Apr-2023 09:25:12 2662.725 3549.412425
23-Apr-2023 14:43:09 2664.37 3551.60521
23-Apr-2023 15:00:49 2665.68 3553.35144
23-Apr-2023 16:07:17 2664.37 3551.60521
23-Apr-2023 16:07:22 2666 3553.778
23-Apr-2023 16:07:30 2666.99 3555.09767
23-Apr-2023 16:07:39 2664.37 3551.60521
23-Apr-2023 16:07:48 2667.008 3555.121664
24-Apr-2023 09:42:55 2673.933 3564.352689
27-Apr-2023 09:11:22 2687.821 3582.865393
30-Apr-2023 16:48:33 2709.888 3612.280704
30-Apr-2023 16:55:01 2710.51 3613.10983
30-Apr-2023 17:00:57 2710.86 3613.57638
30-Apr-2023 17:04:42 2711.12 3613.92296
30-Apr-2023 17:15:45 2712.04 3615.14932
30-Apr-2023 17:24:02 2712.9 3616.2957
30-Apr-2023 17:29:38 2713.525 3617.128825
30-Apr-2023 17:33:50 2714.2 3618.0286
30-Apr-2023 17:38:35 2715.1 3619.2283
30-Apr-2023 17:45:00 2716.1 3620.5613
01-May-2023 13:24:22 2723.276 3630.126908
02-May-2023 15:15:07 2730.154 3639.295282
03-May-2023 13:10:54 2736.344 3647.546552
04-May-2023 11:06:17 2743.345 3656.878885
07-May-2023 11:44:47 2757.673 3675.978109
08-May-2023 10:32:14 2767.34 3688.86422
09-May-2023 09:15:32 2773.542 3697.131486
09-May-2023 12:03:15 2774 3697.742
09-May-2023 12:03:23 0 0
09-May-2023 12:03:45 2774.373 3698.239209
09-May-2023 12:12:40 2774.93 3698.98169
09-May-2023 12:20:33 2775.34 3699.52822
09-May-2023 12:25:38 2775.65 3699.94145
09-May-2023 12:30:16 2775.97 3700.36801
09-May-2023 12:34:39 2776.3 3700.8079
09-May-2023 12:34:52 2776.33 3700.84789
09-May-2023 12:39:15 2776.75 3701.40775
09-May-2023 12:57:32 2779.1 3704.5403
09-May-2023 13:03:04 27780.06 37030.81998
09-May-2023 13:03:19 2778.09 3703.19397
09-May-2023 13:03:49 2780.2 3706.0066
09-May-2023 13:06:22 2780.74 3706.72642
09-May-2023 13:07:55 2781.09 3707.19297
09-May-2023 13:08:07 2781.14 3707.25962
09-May-2023 13:09:16 2781.4 3707.6062
09-May-2023 13:18:02 2784.36 3711.55188
10-May-2023 09:14:58 2793.004 3723.074332
13-May-2023 12:50:20 2817.68 3755.96744
14-May-2023 14:48:28 2825.434 3766.303522
15-May-2023 12:58:23 2831.993 3775.046669
16-May-2023 14:31:54 2839.47 3785.01351
17-May-2023 09:22:01 2844.908 3792.262364
18-May-2023 11:09:55 2852.278 3802.086574
21-May-2023 16:17:58 2874.839 3832.160387
22-May-2023 10:00:19 2881.35 3840.83955
23-May-2023 09:59:00 2891.785 3854.749405
23-May-2023 12:15:23 2892.324 3855.467892
23-May-2023 12:31:16 2893 3856.369
23-May-2023 12:32:06 2892.324 3855.467892
23-May-2023 12:32:26 2893.09 3856.48897
23-May-2023 12:38:26 2893.333 3856.812889
23-May-2023 12:41:46 2893.481 3857.010173
23-May-2023 12:49:02 2893.868 3857.526044
23-May-2023 12:53:54 2894.16 3857.91528
23-May-2023 12:58:16 2894.47 3858.32851
23-May-2023 13:04:16 2895.01 3859.04833
23-May-2023 13:11:14 2895.8 3860.1014
23-May-2023 13:15:22 2896.39 3860.88787
23-May-2023 13:20:16 2897.18 3861.94094
23-May-2023 13:25:33 2898.16 3863.24728
23-May-2023 13:31:27 2899.41 3864.91353
23-May-2023 13:34:26 2900.08 3865.80664
23-May-2023 13:37:26 2900.74 3866.68642
23-May-2023 13:49:09 2903.94 3870.95202
24-May-2023 09:56:10 2912.97 3882.98901
25-May-2023 11:07:14 2921.78 3894.73274
28-May-2023 10:00:57 2943.471 3923.646843
29-May-2023 10:22:53 2950.818 3933.440394
30-May-2023 10:07:04 2959.076 3944.448308
31-May-2023 10:08:16 2967.232 3955.320256
01-Jun-2023 10:38:54 2978 3969.674
04-Jun-2023 09:58:52 2999.485 3998.313505
05-Jun-2023 10:00:06 3006.243 4007.321919
06-Jun-2023 10:04:46 3013.088 4016.446304
07-Jun-2023 10:02:25 3022.364 4028.811212
07-Jun-2023 14:06:53 1024.556 1365.733148
07-Jun-2023 14:22:55 1025.541 1367.046153
07-Jun-2023 14:28:40 1025.77 1367.35141
07-Jun-2023 14:33:11 1026.012 1367.673996
07-Jun-2023 14:39:26 1026.38 1368.16454
07-Jun-2023 14:42:35 1026.6 1368.4578
07-Jun-2023 14:51:27 1027.304 1369.396232
07-Jun-2023 14:56:35 1027.777 1370.026741
07-Jun-2023 15:01:56 1028.35 1370.79055
07-Jun-2023 15:06:30 1028.88 1371.49704
07-Jun-2023 15:11:49 1029.58 1372.43014
07-Jun-2023 15:21:26 1031.116 1374.477628
07-Jun-2023 15:29:19 1032.6 1376.4558
07-Jun-2023 15:31:34 1033.1 1377.1223
07-Jun-2023 15:35:10 1033.97 1378.28201
07-Jun-2023 15:47:50 1036.42 1381.54786
07-Jun-2023 15:48:01 3036.42 4047.54786
07-Jun-2023 15:48:04 3024.556 4031.733148
08-Jun-2023 10:04:31 3043.69 4057.23877
11-Jun-2023 10:34:27 3072.265 4095.329245
12-Jun-2023 10:13:40 3082.824 4109.404392
13-Jun-2023 10:00:47 3089.952 4118.906016
14-Jun-2023 09:51:23 3096.969 4128.259677
15-Jun-2023 12:35:27 3104.505 4138.305165
18-Jun-2023 11:12:55 3123.461 4163.573513
19-Jun-2023 10:04:02 3131.157 4173.832281
20-Jun-2023 10:04:02 3137.942 4182.876686
21-Jun-2023 10:16:11 3144.779 4191.990407
21-Jun-2023 12:17:01 3145.422 4192.847526
21-Jun-2023 12:17:07 3145.22 4192.57826
21-Jun-2023 12:38:22 3146.461 4194.232513
21-Jun-2023 12:48:37 3146.98 4194.92434
21-Jun-2023 12:53:35 3147.287 4195.333571
21-Jun-2023 13:02:57 3147.879 4196.122707
21-Jun-2023 13:10:17 3148.48 4196.92384
21-Jun-2023 13:14:14 3148.89 4197.47037
21-Jun-2023 13:30:17 3151.04 4200.33632
21-Jun-2023 13:40:27 3152.86 4202.76238
21-Jun-2023 13:44:20 3153.61 4203.76213
21-Jun-2023 13:44:27 3153.67 4203.84211
21-Jun-2023 13:47:40 3154.32 4204.70856
21-Jun-2023 13:48:36 3154.51 4204.96183
21-Jun-2023 13:50:27 3154.89 4205.46837
21-Jun-2023 14:11:25 3157.28 4208.65424
22-Jun-2023 09:54:57 3165.604 4219.750132
25-Jun-2023 10:13:41 3189.877 4252.106041
26-Jun-2023 11:27:37 3197.473 4262.231509
27-Jun-2023 10:15:01 3204.059 4271.010647
29-Jun-2023 09:47:48 3216.795 4287.987735
02-Jul-2023 09:58:29 3235.023 4312.285659
06-Jul-2023 09:55:47 3258.59 4343.70047
09-Jul-2023 09:51:48 3272.57 4362.33581
09-Aug-2023 13:59:41 3293.61 4390.38213
09-Aug-2023 13:59:55 3293.61 4390.38213
09-Aug-2023 14:13:13 3295.57 4392.99481
09-Aug-2023 14:33:31 3297.34 4395.35422
09-Aug-2023 14:39:25 3298.21 4396.51393
09-Aug-2023 14:45:08 3299.09 4397.68697
09-Aug-2023 14:49:55 3299.93 4398.80669
09-Aug-2023 14:54:19 3300.81 4399.97973
09-Aug-2023 14:59:17 3301.78 4401.27274
09-Aug-2023 15:04:55 3303.08 4403.00564
09-Aug-2023 15:09:32 3304.25 4404.56525
09-Aug-2023 15:15:55 3305.88 4406.73804
09-Aug-2023 15:19:14 3306.85 4408.03105
09-Aug-2023 15:24:19 3308.33 4410.00389
09-Aug-2023 15:29:40 3309.84 4412.01672
09-Aug-2023 16:01:22 3312.9 4416.0957
10-Aug-2023 14:26:33 3320.74 4426.54642
13-Aug-2023 10:53:26 3343.9 4457.4187
14-Aug-2023 09:16:19 3350.8 4466.6164
15-Aug-2023 11:03:22 3358.6 4477.0138
16-Aug-2023 09:26:59 3365.4 4486.0782
18-Aug-2023 14:52:20 3381.16 4507.08628
20-Aug-2023 09:05:35 3393.4 4523.4022
21-Aug-2023 10:05:53 3401.5 4534.1995
22-Aug-2023 11:36:09 3407.85 4542.66405
23-Aug-2023 09:10:04 3415.18 4552.43494
23-Aug-2023 10:42:59 3415.67 4553.08811
23-Aug-2023 10:49:43 3416.16 4553.74128
23-Aug-2023 10:56:38 3416.41 4554.07453
23-Aug-2023 11:04:24 3416.81 4554.60773
23-Aug-2023 11:08:31 3416.13 4553.70129
23-Aug-2023 11:08:52 3417.13 4555.03429
23-Aug-2023 11:13:33 3417.46 4555.47418
23-Aug-2023 11:20:52 3418.05 4556.26065
23-Aug-2023 11:23:46 3418.42 4556.75386
23-Aug-2023 11:28:27 3419.03 4557.56699
23-Aug-2023 11:32:03 3419.55 4558.26015
23-Aug-2023 11:39:26 3420.82 4559.95306
23-Aug-2023 11:43:09 3421.55 4560.92615
23-Aug-2023 11:48:34 3422.8 4562.5924
23-Aug-2023 11:53:22 3423.95 4564.12535
23-Aug-2023 11:54:49 3424.27 4564.55191
24-Aug-2023 10:08:10 3436.82 4581.28106
27-Aug-2023 15:30:27 3466.432 4620.753856
29-Aug-2023 11:34:11 3473.1 4629.6423
30-Aug-2023 12:01:13 3491.68 4654.40944
31-Aug-2023 12:40:48 3500.52 4666.19316
03-Sep-2023 17:00:55 3527.18 4701.73094
04-Sep-2023 08:53:06 3531.71 4707.76943
05-Sep-2023 11:55:12 3539.74 4718.47342
06-Sep-2023 09:23:02 3547 4728.151
07-Sep-2023 10:23:41 3548.3 4729.8839
07-Sep-2023 16:11:47 35 46.655
07-Sep-2023 16:12:05 3561.51 4747.49283
07-Sep-2023 16:12:20 3561.51 4747.49283
07-Sep-2023 16:20:16 3562.9 4749.3457
07-Sep-2023 16:22:51 3563.2 4749.7456
07-Sep-2023 16:25:15 3563.38 4749.98554
07-Sep-2023 16:28:26 3563.88 4750.65204
07-Sep-2023 16:29:17 3564.88 4751.98504
07-Sep-2023 16:32:57 3564.53 4751.51849
07-Sep-2023 16:37:44 3565.33 4752.58489
07-Sep-2023 16:42:03 3566.36 4753.95788
07-Sep-2023 16:47:41 3568.02 4756.17066
07-Sep-2023 16:52:28 3569.52 4758.17016
07-Sep-2023 16:57:39 3571.11 4760.28963
07-Sep-2023 17:02:50 3572.72 4762.43576
07-Sep-2023 17:08:18 3574.4 4764.6752
07-Sep-2023 17:14:53 3576.33 4767.24789
07-Sep-2023 17:18:03 3577.24 4768.46092
07-Sep-2023 17:23:23 3578.7 4770.4071
07-Sep-2023 17:42:58 3580.7 4773.0731
11-Sep-2023 11:18:13 3614.51 4818.14183
12-Sep-2023 16:03:32 3627.13 4834.96429
13-Sep-2023 09:34:44 3634.54 4844.84182
14-Sep-2023 10:04:08 3643.1 4856.2523
19-Sep-2023 16:10:34 3682.084 4908.217972
20-Sep-2023 10:29:52 3688.81 4917.18373
20-Sep-2023 12:41:31 3690.37 4919.26321
20-Sep-2023 12:41:51 3690.37 4919.26321
20-Sep-2023 12:47:34 3690.998 4920.100334
20-Sep-2023 12:52:40 3691.21 4920.38293
20-Sep-2023 13:04:56 3691.754 4921.108082
20-Sep-2023 13:08:20 3691.923 4921.333359
20-Sep-2023 13:12:11 3692.18 4921.67594
20-Sep-2023 13:14:57 3692.4 4921.9692
20-Sep-2023 13:15:40 3692.45 4922.03585
20-Sep-2023 13:17:50 3692.66 4922.31578
20-Sep-2023 13:20:10 3692.88 4922.60904
20-Sep-2023 13:23:08 3693.2 4923.0356
20-Sep-2023 13:26:08 3693.58 4923.54214
20-Sep-2023 13:28:10 3693.87 4923.92871
20-Sep-2023 13:32:37 3694.55 4924.83515
20-Sep-2023 13:36:42 3695.2 4925.7016
20-Sep-2023 13:38:30 3695.59 4926.22147
20-Sep-2023 13:40:14 3695.9 4926.6347
20-Sep-2023 13:41:38 3696.2 4927.0346
20-Sep-2023 13:50:47 3697.9 4929.3007
21-Sep-2023 10:55:45 3707.83 4942.53739
23-Sep-2023 15:55:09 3725.842 4966.547386
24-Sep-2023 10:46:16 3732.54 4975.47582
26-Sep-2023 10:25:58 3748.571 4996.845143
27-Sep-2023 09:31:22 3755.2 5005.6816
28-Sep-2023 10:18:40 3764.83 5018.51839
07-Feb-2024 13:57:26 3824.91 5098.60503
07-Feb-2024 13:58:06 3829.424 5104.622192
08-Feb-2024 11:50:41 3837.565 5115.474145
11-Feb-2024 11:07:55 3858.343 5143.171219
12-Feb-2024 15:15:36 3869.662 5158.259446
13-Feb-2024 10:55:29 3875.466 5165.996178
14-Feb-2024 10:43:26 3882.352 5175.175216
15-Feb-2024 10:24:27 3889.12 5184.19696
20-Feb-2024 15:48:02 3923.962 5230.641346
20-Feb-2024 15:48:28 3923.962 5230.641346
20-Feb-2024 16:10:15 3925.83 5233.13139
20-Feb-2024 16:15:46 3926.29 5233.74457
20-Feb-2024 16:20:44 3926.71 5234.30443
20-Feb-2024 16:28:51 3927.5 5235.3575
20-Feb-2024 16:30:29 3927.61 5235.50413
20-Feb-2024 16:35:28 3928.175 5236.257275
20-Feb-2024 16:35:47 3928.21 5236.30393
20-Feb-2024 16:41:09 3928.9 5237.2237
20-Feb-2024 16:46:55 3929.72 5238.31676
20-Feb-2024 16:51:30 3930.46 5239.30318
20-Feb-2024 16:59:03 3931.91 5241.23603
20-Feb-2024 17:05:13 3933.24 5243.00892
20-Feb-2024 17:11:08 3934.6 5244.8218
20-Feb-2024 17:15:40 3935.7 5246.2881
20-Feb-2024 17:22:01 3937.29 5248.40757
21-Feb-2024 11:18:44 3944.894 5258.543702
22-Feb-2024 09:59:25 3952.516 5268.703828
25-Feb-2024 10:40:32 3975.049 5298.740317
26-Feb-2024 10:30:40 3982.181 5308.247273
27-Feb-2024 10:50:26 3989.288 5317.720904
29-Feb-2024 10:54:06 4002.883 5335.843039
01-Mar-2024 09:58:17 4009.336 5344.444888
02-Mar-2024 21:25:25 4019.1064 5357.4688312
04-Mar-2024 13:47:27 4030.209 5372.268597
05-Mar-2024 11:15:53 4036.101 5380.122633
05-Mar-2024 13:21:57 4036.704 5380.926432
05-Mar-2024 13:22:39 4036.704 5380.926432
05-Mar-2024 13:31:17 4037.658 5382.198114
05-Mar-2024 13:36:45 4037.938 5382.571354
05-Mar-2024 13:37:23 4037.98 5382.62734
05-Mar-2024 13:46:03 4038.48 5383.29384
